fast_ma,slow_ma,is_sharpe
10,50,-0.5257121169039122
10,100,-1.1280387150535778
10,150,-2.423906006318243
20,50,-0.3492358020756146
20,100,-1.6090950284074053
20,150,-1.6203753830760201
30,50,0.0592592631691302
30,100,-1.0378287020013142
30,150,-2.2070242509941513
