fast_ma,slow_ma,is_sharpe
10,50,-0.3637978352720707
10,100,-1.3017189078304807
10,150,-1.7527350422177401
20,50,-0.35348191581532107
20,100,-0.7062511250122917
20,150,-1.2157339052421727
30,50,0.12661308784605885
30,100,-1.3820376392010212
30,150,-2.37084201280225
